HT,FT,AMY,GL,GW,GTEMP,G4432,G2670,G4744,G3092,G3486,G1533,G2639,G3823,G1378,G3105,G3102,G3098,G317,G5167,G1778,G3872,G4529,G1440,G5794,G4668,G2764,G457,G3862,G3964,G4109,G2089,G3219,G3209,G3222,G3212,G4573,G1311,G2949,G6003,G6010,G6123,G2815,G3049,YLD,CHALK,BROWN,SUB,G1888,G1958,G4156,G4382,G3136,G4145,G3106,G1266,G3927,G5997,G4553,G2179,G5006,G3992,G678,G3925
,81.87955323,22.98121903,5.668324073,2.250492847,75.70271527,0.926294227,-0.325620921,-0.36540164,-0.191830458,-0.027806519,-2.50878224,1.008781726,1.40773008,-1.189320223,-0.820014416,-1.083317611,0.858473789,1.679409373,0.995709261,1.636470587,0.344122424,2.634047821,-1.261880677,-0.858267861,0.730575679,0.713140819,-0.260056477,0.450460437,1.640735755,0.435730184,0.766616001,0.733589781,-0.039136239,0.859088105,0.464707759,1.437016067,-1.067649849,0.494666324,2.234004292,1.990074848,0.177575931,-1.451666849,2.172106993,5.325628548,22.14326337,17.71453256,8.146945267,0.400116209,0.662650787,1.486503366,0.471226046,0.14950523,1.502614589,-0.030996273,0.132578712,-0.032830921,1.868848711,0.251347093,0.445875065,-0.317920115,-0.29894294,-0.387057341,1.466279159
,94.2176262,18.72089392,6.082261758,2.345754435,84.76263186,1.752656362,0.295819371,0.424148304,-0.470689128,-0.070808873,0.248034597,-0.243164512,-0.688128571,-0.695734112,1.351451497,0.623509344,-0.796396836,0.570760368,0.962477766,1.360748945,1.195281696,1.427263494,0.121279732,0.412734938,-0.032660252,1.165258201,1.199221078,-0.14102513,0.708643755,-0.270067143,-0.563313563,-1.493602135,-0.7675661,3.925470535,-0.339751684,2.474398492,-0.52350331,-0.026362114,0.097169296,0.113241921,1.240473881,1.0698869,-0.577282847,6.180247175,18.30744396,14.03578548,7.173510435,0.246895285,-0.023963118,1.23268292,0.411784597,1.307790549,0.218671658,1.153472555,0.697923043,1.090258977,2.083752354,0.576323028,-0.008322638,-1.239234691,1.011997234,0.289716453,-0.63487042
,88.62007269,20.3975905,6.312170428,1.921190297,72.40053851,1.234109741,-0.919784438,0.368392562,0.930079458,-0.163782092,0.098422331,2.88286953,-0.545730503,0.107167427,0.149132393,0.447226801,0.426469728,1.488618506,0.742326006,-0.18926604,-0.381929082,2.557527431,0.66717009,1.114307155,0.457685141,-0.5273485,2.120672103,0.870651873,-1.176564234,-0.642733735,1.551828054,1.545552328,1.8714316,0.230242559,0.053020408,1.954937432,0.646889982,-0.558818829,-0.830219766,-0.875333007,-0.10510856,1.752814584,0.149791628,5.088724648,-4.089778732,11.79769947,9.179600852,0.445048027,0.529189,1.187547318,1.100197875,0.310611042,1.37444797,0.194784086,0.054236495,2.108139169,0.453035053,0.892666594,0.894371416,0.696099499,-0.162246062,0.877003979,0.07140721
,98.53915466,23.10301549,6.558234329,2.233141625,68.66535044,0.534392069,0.136437486,-0.086224678,-0.190136679,-0.388942558,1.435292219,1.343812821,1.825676414,1.408060898,0.384932956,1.813357054,0.728179157,-0.36679159,-0.103494239,-0.404283453,-0.14061578,2.53320083,0.588886742,0.65238951,-0.540517791,-0.016149458,0.348702017,0.006779406,-0.630649662,-0.847221267,-0.90535965,1.927756921,1.531908048,0.526720938,-0.943662966,3.437787971,0.639329235,-0.95149029,1.037915723,1.242858065,1.010969927,-0.315271971,0.803227382,6.290504761,-1.760219501,12.10135539,9.158439245,0.542745027,0.590728296,-2.988595183,1.385848129,2.544344841,-2.388000922,1.031009999,0.532385268,-0.646100252,1.650905435,-0.983195665,1.180908406,-1.309808782,0.169129513,0.743184526,0.509456668
,79.66019053,21.88080299,6.173263829,1.913054172,82.5976642,1.45328842,1.179850689,0.184337053,0.753267065,2.273352091,-6.104992453,1.982189064,0.091592253,0.125531483,2.234676841,1.816642145,0.091748762,-0.65569059,0.099351077,2.832341247,1.158026671,1.834344626,0.179591622,-0.975963348,1.155185868,0.050839724,1.336374578,0.141914522,-0.423995902,0.742715542,1.188800008,-0.660582355,-0.549224942,1.627355347,1.834733758,3.771385501,-0.075055002,0.343058256,0.546076216,-0.037358215,-0.999372826,0.892683281,0.871985714,5.26095586,18.63387807,13.12260393,7.497453607,-0.105353234,1.173680275,1.252381356,-0.738563693,2.602627427,1.893971498,2.324715413,0.125603422,0.157457273,0.033756075,-0.647929413,0.009071743,0.408976878,0.267720691,1.290531972,0.453574184
,98.15371177,24.00810682,5.956220128,2.287136448,74.50584571,0.036898217,0.035377045,-0.449476882,-0.144946987,0.4729995,4.965855297,1.235816298,1.356599224,-0.037293081,-0.713155924,-0.599430244,0.887414556,-0.561536727,0.057816087,1.820778571,2.872133719,2.072408002,-0.026177231,1.235161292,0.266679211,0.405096923,0.242916118,-0.35071571,0.406218081,0.373433716,-0.594602588,0.647197222,0.309742777,0.088897496,1.389564347,2.736175421,-0.423474121,0.003344062,2.237090172,1.452458063,0.919692606,0.32291194,-0.703968728,7.329826072,8.44235619,20.99575828,8.139803499,0.490684037,0.400974389,2.956575494,-0.806451214,1.452588995,1.301852114,-0.382949413,0.812714199,-0.252767247,3.017433171,0.868864931,-0.381009403,1.209122201,0.190556253,-0.235085278,0.215680969
,100.1683198,22.13691368,6.184724913,2.17612882,68.46892577,0.692969356,0.276252455,-0.115163833,0.586515997,0.743298744,3.518913937,0.354952122,0.761274122,0.019214107,-0.046651287,-0.382676539,0.746194761,1.235861705,-0.178731121,0.445392723,1.222859982,0.687925655,-0.10511322,-0.135037616,-0.245796229,-0.018665755,0.134994118,0.251466068,1.517330967,0.22688048,1.235657161,3.36243738,0.933395685,-1.057689033,1.148800363,1.423623108,-0.251390446,0.194060512,-0.093376048,-0.430019447,-0.064929928,0.025940259,0.525723287,5.681651344,19.94116031,9.45928509,8.098916175,1.109489474,-0.268864725,0.161844963,0.753808256,2.140699915,0.355433284,-0.469146004,-0.204067977,0.65517924,0.921117797,0.835432487,1.629686977,-0.898481829,0.617886345,0.411792204,0.856865421
,92.1121576,23.26810586,7.180204632,1.955436258,78.7951853,-0.94112364,0.086609806,0.314477876,0.206301734,0.606789531,-1.409914446,1.297350253,0.963137848,-0.449131746,-0.664762769,0.346980112,0.187678059,-0.145216236,1.296403447,-0.114603588,1.493923791,0.204826532,0.366776126,0.754765319,-0.152474223,-1.111088335,-1.077702232,0.109859636,1.420453199,-0.819344934,0.378247384,0.723200578,-0.684692359,1.801731441,1.84850645,2.807737295,-0.255419206,-0.073624833,-0.898506945,0.105196217,0.684500237,0.884606298,-0.817804915,5.447748048,13.26015452,10.68288002,8.783770544,0.676810083,1.243481099,-0.328300841,0.934450728,1.391046915,0.502597496,-0.293338903,-0.244036431,0.796763371,-0.280331785,-0.399632113,-0.235933475,1.19280533,-1.163515604,0.076885546,0.970643922
,86.53146575,23.92307711,6.110041112,1.819195681,74.61563765,0.950663842,-1.019360339,-0.313301706,0.39596538,0.085520538,-4.680164354,1.399505895,1.197582074,1.004659341,-1.049313157,-0.492964735,1.21567542,-0.030858817,0.019735439,2.01917539,0.838383174,0.78800887,-0.442114872,-0.121863853,0.385304989,-1.01162351,-0.196837482,-0.193259885,-0.363439171,-0.826165738,0.053162618,0.714210042,0.757501225,0.880595933,-0.419520268,2.318648658,0.32506156,-0.26509271,0.792058694,1.378711761,0.361267287,0.071069761,1.104572245,4.810320906,2.817988455,17.46718338,8.494352725,0.269859659,1.92829289,1.012732419,-0.541334238,1.769618637,-1.635196603,-0.600769457,0.589417892,0.000514534,0.827415347,0.385351259,1.903320081,0.723256369,0.356952613,-0.386257259,0.241228762
,96.01996698,25.74515512,6.590193809,2.030911028,74.89467686,0.070361905,-0.310835396,-0.323494383,0.223061818,1.115503947,-0.703764833,-1.372332021,0.709832784,-0.389738364,0.445505471,0.579485392,0.318783186,-0.60669756,-0.018947236,0.135539746,2.387440932,0.658326353,-0.890303352,-0.135954862,0.797711267,0.720160688,-0.24225169,0.23524614,1.13174191,0.498359456,1.606386249,0.210165012,0.205880598,1.642791346,-0.295512557,2.552211544,0.993398166,0.031283822,0.750407888,0.166496109,0.757378467,0.72272273,0.135037429,6.288580347,25.41985315,17.29202749,7.18492976,0.11097549,-0.210744618,1.023574263,0.257015681,1.779316652,1.023456199,0.312218514,0.277685549,0.73733783,1.132552489,-0.354905534,-0.751779771,0.016719512,0.712197272,0.196688757,-1.500214297
,90.10759671,16.85820282,5.706951968,2.151407298,79.98665594,0.118779027,0.247670098,0.91205677,1.297066269,0.54779523,-1.427367736,1.05199495,2.223654092,2.347460071,2.52311131,0.94146119,-0.826724238,1.410004189,0.475859036,0.554988353,-0.992271997,2.420968217,0.152241513,-0.356880814,-0.072752926,-0.028974578,0.494984361,1.550875952,1.132044278,-0.067892388,0.82964733,0.713168398,-0.611964532,1.080506839,1.342209399,1.839910026,1.475671752,0.053498088,0.875349256,0.336192776,0.849398772,2.095262831,0.94002536,6.929192476,6.844301757,15.26622004,8.485658471,0.289174926,0.638169112,3.125794045,-0.107058694,0.982232139,2.185954463,2.510048867,0.530869795,0.543814795,0.892225828,0.003000865,-0.049147372,0.086822564,-0.700245117,0.824036279,-1.009980926
,88.26276972,20.45434159,6.285936465,2.127354635,72.84081575,-0.498204927,-1.146224707,0.274428918,0.256885514,-1.049851074,0.130964821,1.455699475,0.183172382,0.75080376,-0.326989072,-1.156889281,0.862245473,0.753834416,0.941730989,0.481908319,-1.303022609,-0.794601599,0.486261883,0.790804823,0.697245155,-0.708074541,1.496460651,-0.306256635,-0.419089945,0.125583334,0.648417995,1.212142564,1.831872082,-0.908368366,0.249676567,-0.713318491,1.748778378,-0.419040402,1.061931816,1.244536019,1.288746195,-0.86881129,1.625033687,6.277162117,8.098173023,10.38081775,9.089776922,-0.208723247,-0.661961222,-0.121461637,0.462979659,0.657187271,0.08745579,-0.152678421,0.16692373,0.013233765,1.086692525,-0.304333319,1.627221129,0.229345836,1.393060766,1.246623612,0.44727956
,83.93383196,17.80174485,5.747445778,2.078831166,79.1794831,-0.376829169,-0.025949523,0.777576673,0.018496358,-0.786277463,-3.428465245,2.635040817,0.329406106,0.308914981,1.913660164,0.854232119,-0.827334128,-0.510713508,-0.665512834,1.836281927,1.061181617,1.420750615,0.126605974,0.927581397,-0.052878665,0.033065878,0.002259641,0.357420182,1.080411615,0.146336578,-0.142944451,-0.071822669,0.119026768,2.517723277,-0.395620111,2.686435096,-0.424439093,-0.157596906,0.172806434,0.178612069,0.117559821,0.138556439,0.769547751,6.121167457,20.44194988,11.37690472,7.299807029,-0.652165662,0.09054386,2.127269441,0.628391149,0.636958348,0.807817239,1.481007346,0.692530959,0.761008579,0.886542356,1.895181534,0.541342323,0.204313507,0.189598577,-0.450675087,1.02398744
,87.95319069,19.75712515,6.469597882,1.961969957,82.10008651,1.349010492,-0.541106553,0.293419914,1.05694657,1.415309112,-3.256422361,0.42912828,-0.06703724,-0.670683706,1.328772669,2.394446806,-0.331747902,1.075900613,0.031509896,2.230559561,1.044072553,1.916408737,0.147662361,1.32115985,0.07868225,0.671605155,-0.188000678,0.184021093,1.451926928,0.940424676,-0.270269779,-0.53005567,-1.179344798,1.274967339,1.094134314,2.366587727,0.641296046,-0.32348689,0.639448608,0.949569996,1.041279819,0.377439052,1.349829235,5.097318789,27.96865691,13.36840025,9.410294713,0.834845799,0.793403367,3.165488306,-0.088789516,0.836170339,3.073440208,1.408407366,0.724705939,0.925590477,1.455421047,0.19938308,0.001645549,-0.176879081,-0.096591085,-0.317311108,-0.127530495
,90.43373192,17.97035293,5.759921048,2.338952907,71.83347729,-0.079332128,0.423341445,0.159667059,-0.070930605,1.526543793,0.188280496,0.71891898,-0.762486878,-0.629668478,2.069006306,2.169755708,0.157841809,0.725663494,-0.233502975,0.349894463,-0.4666646,0.681953638,0.996628799,-0.295741574,-0.164067077,0.984990737,0.43291182,0.790980688,0.755776248,0.341155965,-1.180847071,1.171255037,0.888522003,0.401708765,0.741707785,1.38095002,0.347524859,1.144578831,0.237505474,0.134370376,0.031941118,2.021371076,0.518349729,4.766423501,21.12264227,17.8488,9.484037998,-0.299285587,0.648541549,1.610213289,1.015888778,1.763111558,0.938257024,2.339988375,-0.082049991,-2.029371059,0.1838892,0.28440644,0.382113989,1.456514714,0.224189742,-0.256299794,-0.947051117
,86.7774209,19.65920247,7.178182087,2.063751508,74.13588418,1.94517129,0.698144381,-0.235899432,-0.278876439,1.649173332,-2.488796409,1.681818285,-0.601769737,1.009183947,0.990240002,0.935148887,-0.765321624,1.666876245,-0.420080253,-0.268401884,1.35612317,1.874649518,1.18193317,-0.40918024,0.948554656,-0.085999758,0.774303797,0.659177189,1.393385544,0.785979488,0.823753274,1.896738033,-0.956805224,1.145365853,1.525515165,2.615956029,0.987999833,1.16467632,2.894813443,2.702645466,0.413917594,1.664681908,0.638196988,5.104017997,15.27714288,17.89848519,6.695277637,0.287572702,-0.417560915,0.976599342,1.926470735,1.709258261,2.397774221,1.030711941,-0.483928038,0.992529328,2.91244442,1.290411933,0.941824444,0.292355866,0.077022604,0.83372302,-0.407697947
,91.51699212,21.47780169,7.025310388,1.820005038,73.39565649,1.496807061,-0.221248382,-0.402876715,1.502852914,0.064925993,0.469173997,-0.070943366,0.400491903,0.715375163,1.941380136,-0.09635246,1.094829417,1.460621453,-0.135754109,-0.292929189,-0.211268966,1.922276252,0.576554421,-0.580188694,0.138919586,-0.00623957,-0.022205534,-0.361306074,-0.405040695,-0.650909582,0.603053726,1.56503931,0.968292442,0.76771607,0.517743182,2.987205223,0.151511187,0.088877529,2.177048869,1.993821451,0.826865383,0.741797122,1.120540053,5.557722645,1.922542931,19.03127837,7.992333878,1.03469355,0.692021747,0.118254362,-0.45128821,0.92582877,0.851239188,0.996189131,-0.169490119,0.707071021,2.49776328,0.767078907,1.641984242,-0.103524237,0.227830353,1.364957043,-0.031271364
,91.67982287,22.83375935,6.029330887,1.907347187,70.2902483,1.161629632,-1.167784151,0.033561387,0.438725033,0.366790729,-2.161362235,-0.59621407,1.401476745,-0.259830882,0.517465556,0.754696583,-0.080943292,-0.202900553,1.091189677,1.617331251,0.76234441,2.070361014,0.892895697,1.710604306,-0.931752397,-0.699718429,1.555335337,0.203928051,-0.864258883,0.453254803,1.136526855,2.154137859,2.103860673,-0.025178542,-0.706433707,1.081241775,-0.052049257,-0.051967964,1.162804043,0.904435011,0.26351484,-0.404182485,0.634194609,5.723339389,-7.896012266,16.51792036,10.17458439,0.474118433,0.468522026,1.89407852,2.779932965,0.256800089,3.110412431,0.024796262,-0.608287877,0.319168797,1.236074674,-0.901374995,0.925147377,0.824435815,0.350029989,0.540381839,1.3135589
,89.48031269,26.66004476,6.629278138,2.140243885,74.65359188,0.024379417,-0.658276811,-1.008811383,0.472457159,1.902370231,0.898000153,0.827858598,1.31098845,0.925461282,-2.400832855,-0.867059806,2.562066602,-1.012170196,-0.571516119,0.978374456,0.680520625,1.072552547,-0.46628455,0.766489877,0.825068991,0.324114867,0.886129347,0.670927974,1.487839874,-1.152921293,0.902909438,1.317485252,0.404797835,2.685176121,-0.602431285,0.530824515,0.693914441,0.562270787,0.648743821,0.860347921,1.134695729,1.068212185,0.307811116,6.673378741,6.412026792,14.72528413,9.931380079,1.12472701,0.083439473,-3.584214471,-0.393865137,0.466836071,-1.456809406,-1.845257167,-0.209635316,0.81995465,1.851439454,0.554259116,-0.272770309,1.444145744,-0.015954714,0.050031392,0.170353683
,92.67334234,20.70206786,7.259859654,1.973933694,79.05981876,0.371922659,0.528598427,0.087285205,0.585895678,0.090132467,2.036535125,0.168359178,1.02285311,1.294176486,1.454460217,0.411696982,-1.086092358,1.178567467,-0.435929485,-0.693291084,0.29803093,0.184267959,-0.313527884,1.545658217,-0.83029731,-0.182488424,-0.0979788,0.258902474,0.153676452,-0.018124348,-0.048525608,0.51863643,-0.780096652,1.497689009,0.799208723,2.26706713,0.474299043,0.188743122,0.02357324,1.00565136,0.103651076,0.898742857,-0.325964453,5.981777234,12.1790588,13.75416137,7.273804897,-0.588153244,0.643002266,3.010781002,0.401624525,-0.771574775,2.877039643,0.882018438,1.504164618,1.20418933,0.587286241,-0.799082052,-0.769376844,0.599116408,-0.490520795,-0.379719216,1.829623651
,92.58191029,23.4412337,6.461288506,2.166469526,80.99994331,0.67628068,0.293068184,-0.330398563,0.113364547,-0.159763388,-0.923294526,-1.244891866,0.819821517,0.439938005,1.643797279,0.829481397,0.102607697,0.140183797,-0.334739955,0.708994725,1.012131359,1.995097853,-0.255003815,1.537958059,0.248517508,0.321974771,2.038056317,0.967364876,-0.653670491,0.951442002,-0.777553435,-0.002276153,-0.326857309,0.71113101,1.743152592,1.464009884,-0.351215484,-1.445223556,-1.180613184,-0.428971367,-0.008574305,1.290245137,1.524737312,6.086332468,-3.368882762,10.17457448,8.30476577,-0.240493803,-0.06806903,1.813926782,0.121088529,1.159054054,1.850770159,1.473399816,1.083277627,0.169377839,1.06764727,0.053301198,0.691633332,0.367728586,0.621706027,1.597939078,1.514200585
,93.45535399,24.8291873,6.122403403,2.010346062,77.41201185,-0.077168759,0.412771005,-0.112814266,0.765601716,-0.046193032,4.226641842,-0.246039045,-0.551855015,1.851732097,-0.351926499,-0.808172908,2.055606951,0.717926789,0.404824941,2.259193669,0.386672338,1.020808162,-0.15440507,-2.128967552,0.037080439,0.436820036,1.117382164,0.678254082,0.497727996,-0.179815449,0.765038267,0.478649702,0.157872821,1.24919844,0.545586704,1.653324526,0.955280975,-0.105630948,1.990114024,2.258736253,-0.651816158,0.800782155,2.419981005,6.264437283,4.782575976,21.95086513,7.36509819,0.257784795,0.442523659,1.644573356,1.472562645,-1.18541768,1.791237142,-0.386056265,-0.052271413,0.360063998,1.296915626,0.081212078,1.318325714,1.104295232,-0.081802163,-1.787953773,0.043703203
,89.69499473,21.7732943,6.646210472,2.015433466,75.39612375,-0.635425441,-0.644489841,-0.751930374,1.285973921,0.48002897,-3.197197435,1.985618129,0.961249079,0.921180372,-0.306503632,-0.459505838,0.566120394,-0.971116007,0.665869687,0.123282228,0.48016255,0.589767847,0.812829898,-0.340110552,0.010987652,0.588910862,0.430500933,0.242217145,1.600787985,1.464863743,0.327878412,0.001674933,0.091069089,1.321184694,-0.203416042,1.121602991,0.221154681,-0.542684878,1.890781832,1.721560715,0.755848774,-0.576141434,1.486638403,5.591925641,20.44887777,13.91306866,7.497324919,0.112616598,0.988201893,3.704763988,-0.357369554,0.453413469,2.473723442,-0.192747062,0.064138324,0.730606336,2.081667021,-0.01382368,0.923744697,2.310883103,-0.42956619,0.265342855,-0.967648795
,83.82682503,18.09024213,6.159841695,2.234981539,79.83019814,0.281083861,0.937043151,0.704750759,-0.112031541,-2.316511281,-5.932733625,2.06964917,1.709362716,0.267090648,1.97419767,1.370892142,1.260545074,-0.456184294,0.701725933,-0.121206862,1.083893987,1.265959038,0.260813396,0.339219692,-0.155669467,-0.168181074,0.756512278,-0.510783337,0.426444993,0.999687853,0.17272904,-0.553919312,-0.030847371,1.314351127,0.084260872,2.137679416,-0.824946998,-0.541242971,0.894441165,1.141148252,-0.660812759,0.516842338,1.56374111,4.650488191,15.32424021,12.19243344,8.412856238,0.508451578,0.538793755,3.450867303,1.248714514,1.565252239,1.736958914,2.604421773,-0.111307518,0.595279851,1.511634654,-0.36659374,0.236768802,0.386296621,0.024174322,0.466895437,0.272827247
